date,ticker,vr_c2c,vr_o2c,vr_high_low,rank_vr_c2c,percentile_vr_c2c,rank_vr_o2c,percentile_vr_o2c,rank_vr_high_low,percentile_vr_high_low,hv5,rank_hv5,percentile_hv5,hv20,rank_hv20,percentile_hv20,hv60,rank_hv60,percentile_hv60,hv120,rank_hv120,percentile_hv120,hv252,rank_hv252,percentile_hv252,ma20_c2c,rank_ma20_c2c,percentile_ma20_c2c,ma20_o2c,rank_ma20_o2c,percentile_ma20_o2c,ma60_c2c,rank_ma60_c2c,percentile_ma60_c2c,ma60_o2c,rank_ma60_o2c,percentile_ma60_o2c,ma120_c2c,rank_ma120_c2c,percentile_ma120_c2c,ma120_o2c,rank_ma120_o2c,percentile_ma120_o2c,ma252_c2c,rank_ma252_c2c,percentile_ma252_c2c,ma252_o2c,rank_ma252_o2c,percentile_ma252_o2c
2016-01-04,SPX,0.01530377604039257,0.012530664311647514,0.023805318418212137,0.12770120016320935,0.9011857707509882,0.12655761948931527,0.8379446640316206,0.2110881151138516,0.9565217391304348,0.07623896799725438,0.10155871938140308,0.5177865612648221,0.08928404035825084,0.13110360513248298,0.6324110671936759,0.0913515443458105,0.13853383298857347,0.4031620553359684,0.1267882764183288,0.25649165793898077,0.45849802371541504,0.10470011449311921,0.2517057383316092,0.0,0.010074903243993844,0.16828229844236464,0.8181818181818182,0.008856829644469943,0.2436013260231833,0.7747035573122529,0.007343652729560799,0.17737050058190382,0.4743083003952569,0.006808066748584816,0.2900207200485181,0.466403162055336,0.008466809703992299,0.3305769262769994,0.5138339920948617,0.007966408298683912,0.5137458026429623,0.5138339920948617,0.007244561680341992,0.39334465823172204,0.0,0.006803180154693706,0.556140855000908,0.003952569169960474
2016-01-05,SPX,0.002012262379140095,0.0014549752207292075,0.00882420125336431,0.016791171027413537,0.2125984251968504,0.014695007046056549,0.18503937007874016,0.06958304188176781,0.4448818897637795,0.07717270334243298,0.10291972603950383,0.547244094488189,0.08460451329017701,0.12200737733276559,0.5393700787401575,0.09194520617565527,0.1399586504501323,0.40551181102362205,0.12663674783155288,0.2560160704402636,0.452755905511811,0.10424165082800088,0.24967746552859243,0.0,0.009149228563261141,0.14991849858004866,0.7637795275590551,0.007943589442732659,0.21321018523308297,0.7086614173228346,0.007230217330287975,0.17328465796505224,0.4645669291338583,0.006669996855420507,0.2820579219697686,0.41732283464566927,0.008477453866349901,0.33119236506821725,0.515748031496063,0.007972171497571345,0.5142587965412805,0.5196850393700787,0.007180014677545486,0.3873745625258636,0.0,0.006743551576521078,0.5486335953871947,0.0
2016-01-06,SPX,0.013115420660382515,0.010662570648851,0.01623494440053491,0.10944063442614493,0.8274509803921568,0.10769018508467293,0.7764705882352941,0.13958167684372796,0.8313725490196079,0.08248693006212533,0.11066570886590607,0.6,0.08532183196085348,0.12340172636388454,0.5490196078431373,0.09170707419783995,0.13938712204272985,0.403921568627451,0.12681287498317861,0.2565688629745313,0.4627450980392157,0.10439670718081988,0.25036344482703166,0.00392156862745098,0.009455521423128416,0.15599482419954913,0.7764705882352941,0.008157404153072475,0.22032558921176282,0.7372549019607844,0.007436722162177121,0.1807227791170671,0.4980392156862745,0.006838105608768032,0.29175312798099967,0.47843137254901963,0.008519960578806366,0.3336500765211215,0.5215686274509804,0.008006774991458928,0.517338922973066,0.5254901960784314,0.007196768386401114,0.38892415028304456,0.00392156862745098,0.006747518196281779,0.5491329942533937,0.00392156862745098
2016-01-07,SPX,0.023700421050516063,0.02127113009489655,0.023416879898454663,0.19776636854433838,0.96484375,0.21483486602983598,0.96875,0.20741909493467445,0.953125,0.12624997252674863,0.1744544392386495,0.8671875,0.09827543718351925,0.14858139563791592,0.6875,0.09665410056963143,0.15126022757684093,0.4375,0.12823458271646612,0.2610310337052654,0.5234375,0.10560216578751302,0.2556964713962957,0.01171875,0.010316046912192229,0.1730661757083548,0.828125,0.008984632711796541,0.24785440314915796,0.79296875,0.007810470781791381,0.19418487338216162,0.52734375,0.007177658221041809,0.31133588296604464,0.51171875,0.008708245321133607,0.34453658222533795,0.52734375,0.008183407488974077,0.5330613360356363,0.53125,0.007244667584693323,0.3933544535604858,0.01171875,0.0067916621946264915,0.5546907396519452,0.01171875
2016-01-08,SPX,0.01083840686741222,0.012302347929310346,0.021552233590445925,0.0904402652765302,0.7354085603112841,0.1242516621098533,0.8326848249027238,0.18980646234771137,0.9416342412451362,0.12429405209479708,0.17160350214566392,0.8638132295719845,0.09781218130791564,0.14768090272212592,0.6809338521400778,0.0968291495716617,0.15168035375336536,0.44357976653696496,0.12774397411448352,0.25949120994771224,0.5097276264591439,0.10512300692945886,0.2535766417259008,0.011673151750972763,0.010471020236048295,0.17614058096381457,0.8326848249027238,0.009271053300138513,0.25738601203904815,0.8210116731517509,0.007877353994004835,0.19659394745044614,0.5330739299610895,0.007289148966100207,0.3177658024090391,0.5291828793774319,0.008792138965491662,0.3493872601218194,0.5291828793774319,0.008280324089790046,0.5416880771624678,0.5330739299610895,0.0072166916360706275,0.39076689591251534,0.007782101167315175,0.006778864552086707,0.5530795118156631,0.011673151750972763
2016-01-11,SPX,0.0008532645172032449,0.0012719872074428479,0.017937615517205668,0.007120001143243382,0.08914728682170543,0.012846858633440105,0.15891472868217055,0.15566436269441947,0.8837209302325582,0.14753965185127305,0.2054861394512674,0.9069767441860465,0.0994821393543641,0.15092702537201988,0.7015503875968992,0.09768763542359685,0.1537407618356203,0.44573643410852715,0.12809496046091456,0.26059281540800644,0.5155038759689923,0.10530839909960837,0.25439682863539,0.015503875968992248,0.010401113746824602,0.17475375597669826,0.8294573643410853,0.009229668603438393,0.2560087969957591,0.813953488372093,0.007812970095468259,0.19427489644726595,0.5271317829457365,0.007231992145482479,0.31446944133442994,0.5193798449612403,0.008763735692295596,0.3477450006809032,0.5271317829457365,0.008258257300851262,0.5397238679963128,0.5310077519379846,0.007186728832157081,0.3879955696040934,0.003875968992248062,0.006748065235799103,0.5492018667269855,0.007751937984496124
2016-01-12,SPX,0.007802793618448156,0.005628089613710824,0.01713325345077118,0.06510982041763469,0.6138996138996139,0.056842766358500635,0.5444015444015444,0.14806671080614797,0.8571428571428571,0.13249195613402429,0.1835527145616565,0.8803088803088803,0.09389996702020605,0.1400762042462683,0.6718146718146718,0.09657981812689496,0.15108194607687347,0.43243243243243246,0.12776410267501195,0.2595543854313499,0.5096525096525096,0.10530628579473018,0.2543874792384039,0.015444015444015444,0.009820114715224532,0.163227730518102,0.7837837837837838,0.008658718485072513,0.23700851054497318,0.7567567567567568,0.007695470389194644,0.19004266109183138,0.5096525096525096,0.007097140065486998,0.30669222170389454,0.5019305019305019,0.008808861620763246,0.35035415356073296,0.5328185328185329,0.008289185441831375,0.5424768438902591,0.5366795366795367,0.0071855745944771785,0.3878888115964746,0.003861003861003861,0.006735741938914178,0.5476503591806515,0.0
2016-01-13,SPX,0.024965440402748285,0.02579960213158516,0.03294268014883982,0.20832222672491826,0.9692307692307692,0.2605716782716675,0.9807692307692307,0.2973956332123287,0.9807692307692307,0.16552550084351522,0.23170219773419992,0.9115384615384615,0.1060587909434303,0.16371094993176039,0.7461538461538462,0.10261690677043192,0.16557125444042295,0.4846153846153846,0.12980406804151043,0.2659570190648128,0.5346153846153846,0.10669344456110061,0.2605243590248735,0.026923076923076925,0.010830607400547764,0.1832741742870101,0.8461538461538461,0.009735871341816912,0.2728543965008294,0.8346153846153846,0.008035386491868959,0.20228613806078444,0.5461538461538461,0.00745517689148815,0.3273410024399726,0.5384615384615384,0.008969606623985464,0.35964832882354597,0.5346153846153846,0.008456842599766885,0.5574003439655077,0.5384615384615384,0.007274411402113996,0.3961055253216151,0.026923076923076925,0.006821420728951406,0.5584373499141246,0.03076923076923077
2016-01-14,SPX,0.01669593922593471,0.01594349995770947,0.02936014547915079,0.13931800043181858,0.9157088122605364,0.1610266902689388,0.9233716475095786,0.2635565793412101,0.9693486590038314,0.14486365775268908,0.20158562759422244,0.9003831417624522,0.10807246382736854,0.16762519746146975,0.7471264367816092,0.10282928447389988,0.16608097132827818,0.4904214559386973,0.13026324372646972,0.2673981874946646,0.5363984674329502,0.10709805804000054,0.262314395133351,0.03065134099616858,0.011134478617262567,0.1893024586549612,0.8467432950191571,0.010092178427283533,0.2847117137524428,0.8467432950191571,0.008309143453696242,0.21214662137079196,0.5593869731800766,0.007705069734607699,0.3417528789575968,0.5593869731800766,0.009019545054654854,0.36253573756215235,0.5363984674329502,0.008500157759434253,0.5612559132505603,0.5402298850574713,0.007317597420533018,0.40009989612035474,0.03065134099616858,0.006870670724851508,0.5646379422563734,0.034482758620689655
2016-01-15,SPX,0.02159909253631931,0.01896508546027513,0.03070413423210976,0.18023199189821912,0.9580152671755725,0.19154419985801008,0.950381679389313,0.2762513086339496,0.9732824427480916,0.1579020033674757,0.2205902366453547,0.9083969465648855,0.11378591518924099,0.1787312033364586,0.7519083969465649,0.10534048927016589,0.17210798580587328,0.5114503816793893,0.13144165405617578,0.27109674519319393,0.5381679389312977,0.10802971391157667,0.2664361007555425,0.03435114503816794,0.011488685596763498,0.19632931832475575,0.8473282442748091,0.010391275602813778,0.294665178738072,0.851145038167939,0.008645443609797484,0.2242598551466745,0.5687022900763359,0.008001808295364177,0.3588664522886825,0.5725190839694656,0.009151412407306967,0.3701602251818241,0.5381679389312977,0.008615895697065435,0.5715579793371897,0.5419847328244275,0.007366610136350661,0.4046331911078519,0.03435114503816794,0.006904389189860186,0.5688831092275398,0.03816793893129771
