date,ticker,hv5,rank_hv5,percentile_hv5,hv20,rank_hv20,percentile_hv20,hv60,rank_hv60,percentile_hv60,hv120,rank_hv120,percentile_hv120,hv252,rank_hv252,percentile_hv252,ma20_c2c,rank_ma20_c2c,percentile_ma20_c2c,ma20_o2c,rank_ma20_o2c,percentile_ma20_o2c,ma60_c2c,rank_ma60_c2c,percentile_ma60_c2c,ma60_o2c,rank_ma60_o2c,percentile_ma60_o2c,ma120_c2c,rank_ma120_c2c,percentile_ma120_c2c,ma120_o2c,rank_ma120_o2c,percentile_ma120_o2c,ma252_c2c,rank_ma252_c2c,percentile_ma252_c2c,ma252_o2c,rank_ma252_o2c,percentile_ma252_o2c
2025-07-31,SPX,0.04699815493621751,0.025479665110407803,0.09360902255639098,0.06592264208323789,0.03496945680627566,0.0793233082706767,0.11405578950680331,0.10876436288692708,0.33421052631578946,0.2398282434950409,0.4294013393521716,0.8312030075187969,0.1944819262359542,0.45183526514528793,0.6864661654135338,0.08304939234885704,0.048857889551821534,0.16052631578947368,0.06522007742347519,0.06411691734673941,0.12894736842105264,0.25796063484411935,0.36846194857304376,0.8819548872180452,0.21741018176025756,0.5446441987224571,0.8928571428571429,0.20691277472390734,0.3599745484119054,0.75,0.1778926419757825,0.5545505669041555,0.7672932330827068,0.14832221025653983,0.2572335153134716,0.35639097744360904,0.11930332330319297,0.34588316799989854,0.26954887218045115
2025-07-30,SPX,0.04087466545357884,0.02143646227516871,0.062053403535163594,0.06522704974313977,0.034234261462895134,0.07371192177510343,0.11482494003797174,0.11006749780708251,0.34223392252726587,0.2398135501450046,0.42936579224274524,0.8311395261376457,0.19444151633630913,0.4516923749767422,0.6863482512222641,0.0847171938100419,0.05076404053994781,0.1673561489281685,0.06514663256977375,0.063971618070586,0.1282437006393381,0.26137546496811315,0.3747309428592986,0.8852952237683339,0.22082697140864999,0.5554430204539498,0.8984580669424596,0.20598215828282557,0.3575422385951375,0.7487777359909741,0.177013530186948,0.5506265387336626,0.7657013915005642,0.14801012354642767,0.2559967216382604,0.3531402783001128,0.11903377542567145,0.3440116057083859,0.2606242948476871
2025-07-29,SPX,0.06493436911130508,0.03732254525444625,0.20617005267118135,0.06516033561823163,0.03416374902170976,0.07336343115124154,0.11755486649569961,0.11469268150307149,0.3686982693754703,0.23985446396727989,0.4294647736264241,0.8314522197140707,0.19471126436215005,0.45264620909204084,0.6866064710308503,0.08644163593446581,0.05273492684502514,0.17569601203912716,0.06578374783611418,0.06523205202014322,0.1309255079006772,0.26477695000557966,0.3809754380436504,0.8893905191873589,0.22433609108375313,0.566533652803454,0.9044394281414597,0.20505173365294693,0.35511043010657717,0.7479307750188111,0.17614275693048376,0.5467397306713938,0.763732129420617,0.14769907981318345,0.254764061260469,0.34988713318284426,0.11877005627085845,0.3421805142146004,0.25921745673438673
2025-07-28,SPX,0.05146572605299547,0.028429502169359577,0.11930748964998118,0.06444851900130484,0.03341140568504847,0.06925103500188182,0.11736785496351153,0.11437583681768089,0.3662024840045164,0.24000047936705096,0.4298180235919375,0.8317651486639067,0.19476452039836803,0.4528345234421901,0.6872412495295446,0.08814149157510669,0.054677712952657935,0.182913059841927,0.06660984704268254,0.06686636144682186,0.13360933383515242,0.2681079642460513,0.38709056192469665,0.8931125329318781,0.22783412690187932,0.5775892544346792,0.9108016560030109,0.20413731376642036,0.3527204524869459,0.7459540835528792,0.1752765309666144,0.5428732200325795,0.7621377493413625,0.1473851378794093,0.253519915369297,0.3477606322920587,0.11850586255190872,0.34034612766113437,0.2578095596537448
2025-07-25,SPX,0.04840465277403627,0.026408344103284267,0.10353915662650602,0.06531234970105435,0.03432441790688431,0.07341867469879518,0.11729798341342577,0.11425745679562745,0.36596385542168675,0.24029196124939198,0.43052319554671886,0.8320783132530121,0.1962457868006034,0.4580723094237299,0.6946536144578314,0.08986835841522821,0.05665137049539784,0.19239457831325302,0.06764939918136446,0.06892295446405679,0.14156626506024098,0.27144373954783346,0.39321442623061553,0.8983433734939759,0.23134428912805569,0.5886831817845622,0.9126506024096386,0.20321911781127894,0.3503206055287179,0.745105421686747,0.17440708072875147,0.5389923174334469,0.7609186746987951,0.14707047574653798,0.25227291534284974,0.3441265060240964,0.11824115378913341,0.3385081649837853,0.2564006024096386
2025-07-24,SPX,0.051239641142941765,0.02828022337139224,0.11789077212806026,0.06842356121049281,0.037612763798801956,0.09830508474576272,0.11746664548753569,0.1145432128727176,0.3672316384180791,0.2403695742256439,0.4307109619140155,0.8327683615819209,0.19622712243346865,0.458006311868945,0.6941619585687382,0.09153205656255389,0.058552831755190556,0.20112994350282487,0.06878700879991816,0.07117353902908233,0.1495291902071563,0.27478430876266646,0.39934709127110496,0.9065913370998117,0.23478138060566084,0.5995461677921889,0.9137476459510357,0.20229431055876212,0.3479034789235829,0.7435028248587571,0.17353845110301405,0.535115077741738,0.7593220338983051,0.14673993242184177,0.25096297845633314,0.34048964218455746,0.11796951437856325,0.33662208046927733,0.25499058380414313
2025-07-23,SPX,0.05390786629383169,0.030041992624972418,0.13262999246420498,0.06866953039889212,0.03787273704965855,0.09947249434815374,0.11747014398248062,0.11454914020520453,0.367370007535795,0.2404728413865136,0.4309607925556676,0.8330821401657875,0.19649210153668795,0.45894328298376164,0.6978146194423511,0.09309097572794404,0.06033453981617663,0.21816126601356442,0.06998244130752783,0.07353851723098659,0.16239638281838734,0.2781176124908457,0.405466418226634,0.9076865109269028,0.23819147419392117,0.6103238265118749,0.9155990957045969,0.2013976697128668,0.3455599695728872,0.7426525998492841,0.17267130109317114,0.5312444425052593,0.7581009796533534,0.14640936843212163,0.24965295967472106,0.33685003767897514,0.11769805451234482,0.3347372425920697,0.25357950263752826
2025-07-22,SPX,0.03481470824572407,0.017435208376767635,0.03995476818695816,0.07308487525950177,0.04253946610029966,0.13381078024877496,0.11738738900417156,0.11440893240753529,0.3663776856388994,0.2403445232205823,0.4306503568909293,0.8330192235205428,0.19651003009549078,0.4590066787063845,0.6980776479457218,0.09564193650114503,0.0632500645423955,0.23859781379570297,0.07158504711191575,0.07670902478327093,0.18092725216735772,0.28145549014452204,0.4115941420604163,0.9084055785902752,0.24160429935734282,0.6211101184212648,0.9170750094232943,0.20050446909635974,0.34322545179309405,0.7410478703354693,0.17183019427836257,0.5274900544085213,0.7561251413494158,0.14607701080190746,0.24833583273006737,0.3335846211835658,0.11742666730613778,0.33285290921795335,0.2521673577082548
2025-07-21,SPX,0.05591414815560889,0.031366695563521584,0.14404223227752638,0.07713355928594129,0.046818658770301676,0.15082956259426847,0.1228089210573166,0.12359437459719724,0.40874811463046756,0.24068620422321751,0.431476973827134,0.8333333333333334,0.1966877155332325,0.4596349777709706,0.6998491704374057,0.09795471896759979,0.06589337232593821,0.2582956259426848,0.07314633308085654,0.07979778743610114,0.192684766214178,0.2847868910651773,0.4177099758145084,0.9102564102564102,0.2450077420532715,0.6318667568827449,0.918552036199095,0.1996154297660239,0.3409018101774839,0.7398190045248869,0.17099169988007518,0.5237473271678339,0.7549019607843137,0.14574351528001867,0.24701419634242663,0.3295625942684766,0.11715385278962828,0.3309586655445427,0.25075414781297134
2025-07-18,SPX,0.05591622685770576,0.03136806808391792,0.14409656733308185,0.07899109676047893,0.048781953681286815,0.16220294228592982,0.12601613177690607,0.12902819816700606,0.43379856657864957,0.24167135026354827,0.43386030329319114,0.8340248962655602,0.19721938290523366,0.4615149636423219,0.7027536778574123,0.09988071755916099,0.06809462001870976,0.2783855149000377,0.07408692871275392,0.08165861031993893,0.2018106374952848,0.28798776586764735,0.4235861878423658,0.9109769898151641,0.2482439783139327,0.6420949365648962,0.9204073934364391,0.1987834662654882,0.33872734505929486,0.7389664277631083,0.17015176575752866,0.5199981735333452,0.7465107506601283,0.1454086858929507,0.24568727387254102,0.3255375330064127,0.11687753043155297,0.32904006573796724,0.24933987174651076
