         132356 function calls (120601 primitive calls) in 0.384 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:291(arrays)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1251(_is_scalar_access)
       77    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:1480(_clear_item_cache)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\_ufunc_config.py:452(_no_nep50_warning)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:428(append)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\range.py:1009(__getitem__)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\multi.py:3689(equals)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\apply.py:1524(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimelike.py:2152(unit)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:935(_expand_ellipsis)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:3675(_wrap_difference_result)
       39    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:344(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\methods\selectn.py:182(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\io\sql.py:885(pandasSQL_builder)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:1141(_to_decimal)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\apply.py:1959(maybe_mangle_lambdas)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1181(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:633(is_integer_dtype)
       25    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:126(_classes_and_not_datetimelike)
       17    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:305(loc)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:3035(unique)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\frozen.py:86(__eq__)
       12    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\base.py:122(_reset_cache)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:570(abspath)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:1269(set_inplace)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexers\utils.py:123(check_setitem_lengths)
       31    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:696(ndim)
       50    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:660(_constructor)
       89    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1226(_validate_key)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\tempfile.py:522(close)
       15    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1165(_check_deprecated_callable_usage)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:2411(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\functools.py:479(lru_cache)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:664(maybe_fill)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\_config\config.py:688(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\random.py:493(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\locale.py:396(normalize)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:5495(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:3439(_wrap_setop_result)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:221(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:992(_validate_key_length)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:1730(_get_default_index_names)
       13    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:6277(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\grouper.py:1084(_convert_grouper)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimes.py:835(_local_timestamps)
       22    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\multi.py:1571(_get_names)
        8    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\common.py:535(temp_setattr)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\api.py:102(<listcomp>)
       10    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\getlimits.py:685(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\util\_validators.py:450(check_dtype_backend)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:703(__init__)
       32    0.000    0.000    0.000    0.000 {built-in method sys.getrefcount}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:2602(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method setText}
       11    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:203(isword)
       27    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:902(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:2794(_na_value)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\range.py:1032(_getitem_slice)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimelike.py:2537(dtype_to_unit)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:981(<genexpr>)
       23    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:246(items)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\tempfile.py:314(gettempdir)
        8    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:558(<genexpr>)
       27    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:974(dtype)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\tempfile.py:86(_infer_return_type)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\fromnumeric.py:1881(nonzero)
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:1765(_get_names)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\api.py:106(_get_distinct_objs)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:1884(validate_coerce)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:284(_get_result_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\_dtype.py:178(_datetime_metadata_str)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:474(resolve_ymd)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:62(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\common.py:311(is_null_slice)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimes.py:2514(_validate_dt64_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimelike.py:390(_get_getitem_freq)
       20    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\compat\numpy\function.py:64(__call__)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:7723(_unpack_nested_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:1798(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:241(__init__)
       26    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1342(is_complex_dtype)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\inspect.py:292(isclass)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\io\_templates.py:193(merge_templates)
       14    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\util\numba_.py:18(maybe_use_numba)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:2331(_ensure_iterable_column_indexer)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\tempfile.py:470(close)
       13    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\numeric.py:1455(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:7045(_deprecate_downcast)
       15    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:1257(value)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\construction.py:688(_sanitize_non_ordered)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:2521(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:1045(validate_coerce)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:4644(figure)
        1    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       16    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       13    0.000    0.000    0.000    0.000 C:\Python311\Lib\contextlib.py:440(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\tempfile.py:484(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\util\_validators.py:354(validate_ascending)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\range.py:237(_data)
       20    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\tempfile.py:511(__enter__)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\nanops.py:209(_maybe_get_mask)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\base.py:56(__init__)
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:369(should_store)
       26    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimes.py:2310(_construct_from_dt64_naive)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\uuid.py:280(__str__)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:2721(is_nested_tuple)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:303(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\groupby.py:1340(<genexpr>)
       26    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\fromnumeric.py:1764(_ravel_dispatcher)
       26    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\lib\function_base.py:5559(_append_dispatcher)
       18    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\multi.py:1081(codes)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:538(normpath)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\common.py:343(is_full_slice)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimelike.py:319(asi8)
        8    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\apply.py:671(<genexpr>)
       29    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:1828(ndim)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\groupby.py:1567(_maybe_transpose_result)
       28    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\tempfile.py:143(rng)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:395(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\common.py:323(is_empty_slice)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\_plotly_utils\basevalidators.py:646(validate_coerce)
       20    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\blocks.py:1249(shape)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:788(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\io\sql.py:2739(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:5425(_getitem_slice)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:4191(_validate_positional_slice)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\managers.py:2294(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:1180(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:3760(_assert_can_do_setop)
        8    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:2778(<listcomp>)
       12    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\json\encoder.py:105(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\grouper.py:643(name)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\series.py:702(_can_hold_na)
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:74(find_spec)
       11    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\fromnumeric.py:2687(_max_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\arrays\datetimes.py:2570(_validate_tz_from_dtype)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\nanops.py:1499(_maybe_null_out)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\generic.py:4379(_set_is_copy)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\internals\construction.py:196(mgr_to_mgr)
        8    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\range.py:280(start)
       19    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:592(groupings)
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:213(isspace)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\dtypes.py:1454(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\sorting.py:157(_int64_cut_off)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\apply.py:121(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:6312(_index_as_unique)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\grouper.py:983(is_in_axis)
       16    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:4399(plotly_name)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\io\_json.py:70(_safe)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\dateutil\parser\_parser.py:380(validate)
       11    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:1176(_maybe_disallow_fill)
        4    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:915(__array__)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\base.py:5486(<setcomp>)
       10    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       13    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\numeric.py:1389(_moveaxis_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\numpy\core\getlimits.py:696(min)
        1    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\dtypes\inference.py:373(is_sequence)
       12    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexing.py:941(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\indexes\range.py:315(step)
        2    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\methods\selectn.py:44(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\pandas\core\groupby\ops.py:125(__init__)
       12    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\decle\PycharmProjects\tws_optionflow_pro_v2\.venv\Lib\site-packages\plotly\basedatatypes.py:133(_remake_path_from_tuple)
